Rating,Title,Full Comment,Upvotes,Downvotes,Date
10,Erin Yeager,No content,5,0,"Aug 3, 2024"
10,True Masterpiece Anime,"It's packed with great story, side characters, world, epic battles, shocking twists, and moral dilemmas that keep you on the edge of your seat.

This series is an absolute masterpiece, packed with a compelling story, layered characters, and a richly developed world. Each episode draws you deeper into its gripping narrative, filled with epic battles, unexpected twists, and complex moral dilemmas.

The protagonist's journey, alongside a diverse cast of side characters, makes for an emotional rollercoaster that keeps you on the edge of your seat. Stunning visuals and a haunting soundtrack heighten the intensity, while thought-provoking themes add depth, making this a must-watch for anyone who loves a blend of action, drama, and impactful storytelling.

10/10 Must watch.",5,0,"Nov 14, 2024"
10,The GOAT Of television,"I start watching anime 6 years ago and series and movies 8 years ago but i have never seen a perfect masterpiece like attack on the its perfect in every piece from the first episode until the end I was one of the people who was saying the ending was trash but by time i realized that this was the perfect ending for the perfect show I rewatch it 4 times and still saying ""i still didn't get enough "" Its the GOAT no one can reject this only the haters would say that This show was the Definition of the masterpiece i will never forget this story and still crying because of the ending thanks Isayama🙏",5,0,"Nov 6, 2024"
7,A Decade-Long Odyssey with Attack on Titan,"Season 4 is already halfway through, and I've found myself revisiting the previous seasons once again. It truly stands out as a masterpiece on all levels. I had to pause S1E06 just now to write this review because 9 minutes into that episode had me crying once more.

I've been following AoT since 2013, eagerly awaiting each new episode and season. It's hard to believe the series is ending very soon. ""Don't be sad that it's over, be happy that it happened,"" and all that...

For a while, my top 3 ongoing shows were GoT, Vikings, and AoT. Sadly, GoT collapsed before the finish line, Vikings gradually lost quality after its fourth season, while Attack on Titan has remained strong and not only stayed brilliant but actually improved in many ways as the show progressed, which is incredibly rare.

To this day, I still listen to the amazing soundtrack while doing other things, and each time I return to watching the show, it's hard to find anything negative about it. Some people may say that AoT is overrated, and I might have thought that at some points in the show as well, such as at various points in Season 2 and 3. However, when you see how it all connects together and makes overall sense in the grand scheme, some seemingly weaker aspects or things that appear nonsensical, overly contrived, or dramatized at the time make sense upon revisiting it, or at least that was my experience.

In any case, I would give Attack on Titan a 10/10 simply because it is intensely watchable, engaging, inspiring, epic, thought-provoking, anti-war, spine-chilling, horrifying at times, emotional, and tear-inducing.

If you enjoyed the early seasons of Game of Thrones, Vikings, Breaking Bad, Fullmetal Alchemist, and other similar shows, then Attack on Titan is definitely for you.

Now, I must endure the agonizing anticipation for each new and final episode of the last season...

P. S. - a good companion documentary to this is Dominion (2018)",0,6,"Dec 23, 2023"
10,Modern masterpiece.. Potentially the goat show,"Attack on titan is just too good, perfect show, perfect music, great animation, amazing plot that develops exquisitely. The only show I've seen where the 1st season is already great yet keeps improving tremendously which each passing season. I'd put this show against any other, Breaking Bad GoT or whatever, and imo its better than both",5,0,"Feb 1, 2021"
10,10/10,No content,5,0,"Oct 31, 2024"
10,Masterpiece,No content,5,0,"Oct 8, 2024"
10,Why attack on titan is my favourite,No content,5,0,"Mar 10, 2021"
10,I'm Connected.,"One of the greatest shows of all time, there is nothing else to be said; this show continues to baffle me with it's stunning animation and character development. Eren turns from an irrational braveheart to a total badass. This is the story of Eren, and based on what we know so far, the ending will probably break us emotionally, but no matter what; Hajime Isayama, I'm a fan, simply astonishing attention to detail and head tilting plot twists, honestly one of the greatest writers of the decade. Dark, Brutal and Painful; that's what AoT is all about but despite the strong violence this show is hard to look away from, keeps you at the edge of your seat all the time. Can't 2022 come any sooner?",5,0,"Apr 13, 2021"
10,MUST WATCH IN A LIFE TIME.,"Do u ever find an anime to which even a 50 year old is addicted? This is it,it is astonishing,twist after twists, goosebumps after goosebumps it something 'special'.",5,0,"Jan 10, 2022"
10,Beautiful and great story ❤,This anime very good thanks for making this anime.,5,0,"Sep 11, 2021"
10,It's a masterpiece!.... No Doubt.,No content,5,0,"Apr 13, 2021"
7,Lost me in season 3,"I must admit, for someone who doesn't like anime, this tv show was quite interesting to watch.

It could do less with typical Japanese nonsense, but everything is done very well. It's beautiful and the titans expressions are rather frightening.

However, once I started watching season 3 the show completely went upside down for me.

It went from being about humans vs titans to a human vs human drama.

I only saw the first 4 episodes of season 3, I don't know if it changes, or improves, but I'm most likely not sticking around for that, there are other shows I find more interesting at the moment.",0,40,"May 28, 2021"
3,"Great idea, horrible execution",No content,2,25,"Sep 6, 2024"
10,Unmatchable,Never have I ever watched anything so terrifying yet this beautiful.,5,0,"Apr 6, 2021"
10,There wont be another anime better than this,The precision with which this series is written is unreal. From the start of season 1 everything made sense and the character development is on point. I dont think there will be anyone who will ever not find this series amazing.,5,0,"Feb 4, 2021"
10,Good s**t,This anime is good s**t. Watch it. Better than Game of Thrones,5,0,"Feb 1, 2021"
9,Tragic and Beautiful,"Gripping story, strategic action, foreshadowing, the realism of war. And the ethereal soundtrack. I love the music in this show.

The characters feel morally grey, nobody too good or too bad. They feel realistic. They have their own obstacles to cross.

Great animation. Some use of CGI, it's sometimes poor but overall okay. Story is really good, and the world building is spectacular.

It's gorey and bloody, and really tragic though. Not for the faintest of heart...

There are a lot of different working parts to this series, and it works well for people who are new to anime.

Overall really really good, highly recommend for people who like fantasy and action, as well as some tragic-ness and gore.

The soundtrack is so good, it makes me feel like I'm feeling what the characters feel. Props to Hiroyuki Sawano and everyone else involved.",5,0,"Jul 28, 2024"
10,The best anime of all time,"This anime with a very strong storytelling, and realistic dubbing is undoubtedly one of the top 5 anime in the world, or even the best anime of all time.",5,0,"Feb 1, 2022"
10,The Greatest Anime If Not The Greatest Work of Fiction!!,"I never thought I'd be writing a review about an anime, but here I am, convinced that ""Attack on Titan"" is one of the greatest series out there, not just in anime but across all fiction. As someone who usually sticks to shows like ""Breaking Bad,"" ""Stranger Things,"" and ""Money Heist,"" AOT blew me away.

The character development is incredible. Eren, Mikasa, and Armin evolve in ways that feel genuine and relatable, reflecting the series' dark and intense narrative. Their arcs delve into profound themes of humanity, freedom, and sacrifice.

The plot itself is a thrilling ride filled with unexpected twists and moral dilemmas that keep you on edge. The world-building is rich and immersive, crafting a dystopian setting where survival is a constant struggle. The themes of oppression and freedom hit hard, making it more than just an action series.

While some people have issues with the ending, I think it captures the complexities of the characters and their world beautifully. I enjoyed every episode, as the story builds in a way that is both engaging and thought-provoking.

If you're hesitant about trying anime, I urge you to give AOT a shot. It goes beyond typical genre expectations and offers a storytelling experience that rivals acclaimed shows like ""Breaking Bad."" Trust me, as someone who used to dislike anime, AOT changed my mind completely.

In short, ""Attack on Titan"" is a sensational 10/10 series that deserves all the praise it gets. Whether you're an anime veteran or just looking for something new, this series is a journey you won't want to miss.",5,0,"Oct 16, 2024"
10,Why some people afraid of rating?,"The answer is clear some cannot see that somebody else doesn't love their beloved series or movie. PLEASE end this childish battle , don't compare it to other series , RATE BY YOUR OWN HEART

For me, I saw myself between all this, I don't know maybe I am OVER-RATING it too who can say it from the truth ?",5,0,"Feb 7, 2021"
10,This is the only animation that makes me give 10 points.,No content,5,0,"Feb 4, 2022"
7,Kinda Great Anime (I only watched 3 episodes),No content,0,14,"Feb 12, 2025"
4,Great concept. The storyline and characters were a bit of a disappointment.,No content,5,114,"Dec 6, 2018"
10,Farewell .... Eren,"I've been waiting and dreading for almost 12 years.

I've been with this series ever since I was just a scrawny kid in middle school when my cousin showed me the computer game and then the next year after that, my best friend showed me one of the Greatest Tv Shows to ever exist for the first time.

At first, It scared the crap out of me, the idea of giants that look like people who eat us alive, it was like my worst nightmare straight out of the walking dead, but bigger. It was a good long while before I got over that and really built up the courage to pay attention to the story and characters who lived it.

This was one of the first few anime I had ever watched at that point knowing what the word ""Anime"" truly meant, an undeniable beautiful art form for expression that transcends where it goes to be seen and comes from.

I have evolved more as a person over these last 10 years because of this show alongside side these amazing and inspiring characters. I've watched many of them suffer and die horrible deaths for their beliefs and struggles for a world where they can live in peace and freedom for all mankind.

But, both Attack On Titan and the reality of life is that the world can be a truly cruel and unforgivable place, with hell on Earth for those caught in it, but what makes it worth being in is the people you share your life and pain with.

The lives that you've impacted and have been impacted by thanks to the actions of others. As long as you have those people who you are truly close with and trust with your life, you can bring down any giant that comes your way.

Without Attack On Titan, without this once in a century human story, its many diverse characters and themes of the experience of human life

.......

Without Eren Jaeger, I wouldn't be the person am I today that most know me as. Thanks to all of them, I tried my best to socialize more in school and meet newer people I could call my friends.

As I got older I was amazed how Eren, in his own way, mastered both his uncontrolled rage and his Incredible strength, which at times threatened his comrades and turned it against the insurmountable odds that would destroy his home. He became a better person for it by learning to point them towards positive outcomes. Then in high school, I took those qualities I saw in him that were inspiring to me and I found them hidden deep within in myself, By turning it into a positive but fierce determination that inspired me to explore outside my shell for the first time in my life.

To try something different from what I was used to. So I joined a more competitive sport than any other on campus, Wrestling. It was there I was able to grow more as a social individual who isn't held back by any pre existing conditions that limits my communication and to physically better myself while having fun working with others.

This show, this story, These Remarkable yet also ordinary people who went through hell allowed me to be a more driven and determined person who never wants to be held back by anything ever again. Someone who smashes through life's obstacles as they come at you no matter how hard or how giant they are.

You could be like some people and tell me that it's just a show. That these people aren't even real to begin with.

But they are, to me and Millions of people across the Entire world.

Attack on Titan taught me how to persevere through all the bad and to enjoy all of the good my life has to offer me and for that I personally thank the Author: Hajime Isayama, the teams behind the incredible animation, and all the voice actors who gave these characters a voice to be heard throughout the world Until next time Eren Jaeger, I'll see you around Shinzo Sasageyo- ""Dedicate your hearts""",5,0,"Feb 12, 2025"
10,Quality. Plot. You got everything in it.,If you have not seen it.. you have seen nothing.. i watched it twice to understand lol downloaded first season many times deleted and came to understand the story in third season..a must watch.,5,0,"Sep 11, 2021"
10,Best Series ever Watched,Haters may say whatever they want tosay but this is one of the best TV shows ever in animation voice actor music it's a definition of perfect,5,0,"Jan 24, 2020"
10,Why it doesn't have more stars?,"English is not my first language so I'll try my best.

This is the best anime series that I have watched in my life, and I'll share my opinion about this anime.

First, it has an awesome well-written plot, maybe this is the main reason that makes this show the GOAT. It has a lot of incredible plot twists that makes you think about what's next, explaining things that happened before and you will never be able to predict them. The story is nearly perfect 10/10, and every episode is breathtaking.

The animation, just, wow... Both Wit Studio and MAPPA made a real masterpiece with the animation process, the fact is that you fall in love watching a single scene of this series because of the beauty it has. The color, the shadows, lights, movements... are just pleasure for eyes. And the style of the drawing is realistic and doesn't contain childish things that other anime shows have. 10/10

The soundtracks are amazing, every theme used in this show makes you feel every kinds of feelings, especially in fight scenes. Nothing to say, 10/10 easily.

This show is not just for people who watch anime, this show is for everyone, it can be compared with life action shows like GoT or Breaking Bad, and I didn't believe that when people recommended me AoT before I watched. After this show I feel like it doesn't have any other show that surpases this one. AoT is the GOAT. It deserves much more stars, 8.8 is unacceptable, it must have more than 9.5, is nearly perfect.",5,0,"Dec 31, 2020"
9,Attack on Titan or...human,"As humans and, therefore, beings with a need to embellish our reality, we are highly prone to hyperbole, especially concerning the fruits of the manga-anime industry. Exaggerated views and obsessed fandoms are dominant factors behind the curiosity of ""outsiders"" who drawn from our enthusiasm delve into different series only to find themselves, on many occasions, searching for the allure. Every rule however that respects itself is complimented by at least one exception. Enter Attack on Titan.

In contrast to other series that are hanging between impressive worlbuilding and bland characters or the opposite, ""AOT"" chooses to present an interactive relationship between its characters and the harsh reality that envelops them. In a bleak dystopia of cruel deaths, political corruption and ethnological complexity there is no character that can be painted with a binary mindset. Devotion, fiery idealism that pines for freedom and self-sacrifice exist along with nihilism, mass killing and deceit in the face of no other than Eren, our anti-hero MC. What makes Eren a refreshingly original character is the fact that he has the heart of a hero but a ruthless reality forces him to think like a villain, resembling a snake that changes it's skin in it's path for survival.

The extensive cast that accompanies Eren in his descent (or ascent?) to a changed reality as the series progresses is equally captivating with fascinating characters who represent different facets of our behavioral spectrum; strategists who make cold, devilish decisions, kindhearted diplomats with a knack for manipulation and fierce warriors with an opaque sense of identity are representative indicatives of the creator's will to constantly surprise us with the characters' reaction to a world they cannot control. The fact that some of the most interesting ones are female-an angelic, stubborn queen and a controversial Titan with a turbulent past are probably ringing some bells-only adds to the allure.

Apart from a character study, though, AOT is also a series with strong elements of action. The fight scenes are masterfully presented and create a thrilling impression what with the meticulous animation, epic soundtrack and steampunk vibes. The use of color is also something to be commented on as the warm earthy tones that are usually used, work as a visual irony considering the amount of icy killing intent that fuels many of the scenes.

If you ask me whether this series can be rewatched I would reply that it depends on your psychological stamina. However, even one time makes for a compelling watch. AOT is truly bleak and a hard pill to swallow. There is no character to idolize or demonize. Nevertheless, its philosophical take on freedom and survival is a ""mental"" attack that we are definitely in need of.",5,0,"Oct 23, 2021"
10,Beautiful and best Story,Attack on titan very good and perfect thanks for making this anime.,5,0,"Sep 11, 2021"
10,Best anime ever,"Best anime I ever watched and I have watched many, its a masterpiece, thank you for making this show, changed my life for the best! This characters will always make part of my life now.",5,0,"Feb 6, 2022"
10,The best,"The best anime ever there is no anime like attack on titan they need a thousand years to make something can compete with it, many powerful characters strong story that makes you feel you are part of it not just something you watch everything is linked together perfectly.",5,0,"Jan 11, 2022"
5,It is decent,No content,3,58,"Jun 28, 2021"
10,The best,The bes anime rite now I whatched 200+ anime But like one,5,0,"Feb 9, 2021"
10,best anime,It's better than all there series and movies i ever seen,5,0,"Jun 6, 2020"
10,The greatest one,"When will this masterpiece have 9.0 or more,lets go guys, im sure that we can make it ,lets make this show Join the olimpus of series👊",5,0,"Jan 30, 2021"
10,A series I have never seen before to the point where it beats Game of Thrones,"A masterpiece, I have not seen it in any work from drawing to directing, and the music is the quality of its creativity shudders your body, And his love in the narration of events from Part 1 to Part 4 is insane interconnected, the drawings tell the characters' feelings from anger to sadness to joy ... they reach you wonderfully, and the voices of the performers know what they are doing in a way that makes you believe that they are real people.",5,0,"Feb 8, 2021"
10,Very good show,"I envy people who haven't watched this show. If only I could erase my memory and watch it all again. Seriously though, if you haven't watched it yet, watch it.",5,0,"Jan 11, 2022"
10,commendable,"Muslims must see this masterpiece.

Understand facts such as splitting the Prophet's chest as a child / ascension / a mark on the Prophet's shoulder / forgetting the covenant of ""Alst"". It seems that everything in attack on titan is a metaphor of reality!

Please think about it .

Our story is very similar to theirs Any work of art has lessons to teach us, each of us will learn from it as much as we understand.

Finally, the creators of the series should be appreciated, Thank you for all the emotional moments you created for us.

Finding out the identity of the Titans / Choosing between Armin and Erwin / Zeke and Eren's journey in their father's memories / Mikasa's kiss .

PS : the text has been translated, I apologize for inaccuracies.",5,0,"Aug 29, 2024"
10,This is a fantastic show,"10/10 would watch again, I love the action in this show and the storyline and the character develop is the best. So far my favorite anime and probably will be always, this show has helped me through a lot and I can't wait for the next season to come out, erens character development is super great and i am super impressed with this anime.",5,0,"Jan 12, 2022"
10,Amazing!,One of the best shows ever! It deserves every single second Highly recommend.,5,0,"Feb 1, 2021"
1,Why AOT was such a mid anime,No content,6,197,"Apr 10, 2024"
10,Fabulous story,No content,5,0,"Dec 8, 2021"
10,10/10,No content,5,0,"Jan 3, 2025"
10,One of the best anime there is,"The show starts of perfectly. You understand everything you need to and you experience everything the main character does. The first season really leaves you wanting for more. It has so many secrets that you just want to know and understand. You get attached to every character and most of them have a really good backstory (you can't have a backstory for every character, but the main ones do). The show is ready to kill any character when you least expect it. Sometimes the show won't explain what's going on and as the characters talk it will get more clear, but none of the characters know everything. While watching this I was coming up with my own theories and some of them were true. I figured some of the show out not because it was really easy to predict, but because I put the information I got from the characters (in a natural way, no information is ever really forced). You should definitly watch this. If you really don't like blood and gore this is not the show for you. Every fight scene is really bloody and I like that. Not for everyone.",5,0,"Feb 19, 2020"
10,Flawless,"""Attack on Titan"" is a masterful anime set in a dystopian world besieged by Titans. The story follows Eren Yeager and friends, exploring themes of survival and freedom. Character development is deep, with stunning animation and a powerful soundtrack by Hiroyuki Sawano. It's a must-watch for its blend of action, emotion, and thought-provoking themes. The plot twists keep viewers on the edge of their seats, and the moral complexities add depth. Both newcomers and long-time anime fans will find it unforgettable.

A timeless classic, redefining anime storytelling and animation.

The greatest anime ever made.",5,0,"Jul 15, 2024"
10,Complete masterpiece,No content,5,0,"Dec 24, 2024"
10,LOVE IT!!,"I used to think AOT was overrated, but after watching S3P2, i realized that it deserves all the hype.. totally worth watching. The story and the characters develope as the show goes on.

BTW, many people from other fandoms hate this anime so they tend to give it bad reviews.",5,0,"Jan 9, 2022"
10,Best Anime,"A masterpiece. It has everything one needs to be a masterpiece. Unbelievable action, mind blowing story and LEVI",5,0,"Jan 21, 2021"
10,GOAT 🐐,This show is the best But sadly it about to end soon 😔 😪 😞 😕,5,0,"Jan 30, 2021"
5,Great story however not well portrayed,I'm t started off slow and quite dull however has an interesting plot and lots of mysteries! It isn't the best anime due to it dragging and also mostly planning than action and lore . It's alright for the first part and season 2 was great. The second part of season 3 is well done and quit intense if only it t started off this strong.,4,115,"Jul 10, 2019"
10,Masterpiece,"After watching all 3 seasons of this anime, I only can say: MASTERPIECE. Why? 1.Plot is wonderful, unpredictable and very interesting. I couldn't take a break after finishing one episode, because it attracted me very much. 2.Characters are perfect. Plot isn't focused on only main heroes. Every character has his/her own perform, and anime wouldn't be completed without one of them. 3.This anime is unique in its style of story. I am really looking forward to watch 4th season of anime and I highly recommend you to watch it. You won't regret.",5,0,"May 8, 2020"
10,Game of thrones of the anime world,It is the game of thrones of anime world. Adreline riser. Screenplay is out of the world. Just love it. Don't recommend it for kids and older people with heart conditions because it's gives that much thrill you can't handle.,5,0,"Jan 27, 2021"
10,10 is not enough!,"I've watched some great anime like both Fullmetal Alchemists, Death Note, Naruto, One punch man, I do not consider myself as an avid anime viewer, the only thing I did was going through the highest rated TV series. I've watched some great TV series also, like Breaking Bad, Chernobyl, GoT, Westworld etc. I was blown away by each and everyone of the titles that I have mentioned on uncountable occasions, but nothing had prepared me for this, some other shows had given me a break from being blown away, even one of the best episodes from the titles I have mentioned would have these breaks, but not Attack on Titan, it does not matter that is the finale of a season, it does not matter that there is no fight in an episode, it does not matter that no important character had died this episode, things that other shows require to have an epic episode, Attack on Titan does not require any of this, every single second of this series had blown me away. Before the last season Attack on Titan had become my favorite TV series of all time, after seeing the last season Attack on Titan had become my favorite TV series of all time, BY FAR.",8,1,"Aug 12, 2019"
10,One of the best if not the best Anime,"I really love this anime , it has everything I need , it has tragedy, amazing art , hot characters , amazing story and plot twists. I highly recommend you watch this anime , like you will definitely not regret watching this anime , trust me it's soo good . I like the characters a lot , my personal favourite is Eren Jaeger and Levi Ackerman , like these two are so hot and amazing . This anime also has good plot , I don't wanna spoil it for you , you can watch and find it out . It always keeps me on the edge of my seat . And let's not forget about the opening they are so good , it's one of my favourite ( Sasageyo ). What I wanna say is just try this anime , you will not regret.",8,1,"May 5, 2023"
10,A 2016 perspective,"Originally saw this series back in 2013 when it was released weekly, and only had English subs available. During then, this anime lost me around episodes 6-7. No, it was not because it wasn't good. It was good even back then. Really. But having so much back stories and characters involved, and needing to read the subs and waiting for weekly installments, i guess it got too confusing for me to follow. I always knew that i would return once the series had completed.

Three years later, having put it on hold for so long, i chose to watch English dub now as i just wanted to enjoy the series for what it was and not be worried about reading subs. Binge watched this in its entirety in just 2 days. It was that compelling.

One of the best anime series that i have ever seen. The characters had compelling back stories, and most importantly, i found myself caring, cheering, smiling, at their antics as the series went on. From start to finish, being able to watch the three main protagonist grew, and watching the class of recruits grew together was the best aspects that this series had given me.

The animation was fluid. Fight scenes were seen clearly, although fast - very fast at times - but it was animated and does not rely on cuts and ""use your imagination cheats"" like some animes do. And i really like animes that does not have the usual ""cute"" ""nose bleed"" moments. Ones that is almost serious and realistic in tone like those of Akira, Ghost in the Shell, Ergo Proxy type to name a few.

Now to patiently wait for season 2...",8,1,"Jul 6, 2016"
10,Great storyline 👌🏻,"As someone who doesn't like anime and he was forced this one by his friends, I should say that you should not hesitate to watch Attack on Titan! This anime will keep you glued to your device with its unique storyline and characters.

Drama is the first word in the story of this anime. It's story is filled with the excitement of unexpected expenses and you can't tell what will happen next moment. It is the reason for its attractiveness and high score.

Without a doubt, I recommend watching Attack on Titan to all my friends and the people of the world so that they too can enjoy it and get excited when they see it. If you haven't seen it yet and came to the comments to make up your mind, put aside your doubts and start watching the damn thing right now!",8,1,"Apr 28, 2023"
10,This anime is an 8 season show,"This show stands out as one of, if not the best at having remarkable rewatch value thanks to the masterful foreshadowing, great foundation, and set up done in the earlier seasons. Once you complete all 4 seasons and rewatch it again, it feels like you are watching an entirely new show. Every tiny detail becomes increasingly noticeable, and each plot twist resonates with greater impact. It's almost funny how you don't notice these hidden details in your first viewing. Even internal or external monologues that seem insignificant at first, take on a whole new meaning when you watch it again. If you love animation in general, you should watch this anime!",8,1,"Apr 26, 2024"
10,Today's legendary work is the end,No content,8,1,"Nov 4, 2023"
10,"Masterpiece, absolutely masterpiece",It is the best anime in the history it's have amazing details it's masterpiece. The music is masterpiece The storyline is masterpiece Every thing in this anime is masterpiece I enjoy and love every minute of that it's absolute masterpiece,8,1,"Feb 19, 2021"
10,The best,"Its actuall pretty amazing ,i just wanna state that",8,1,"Sep 4, 2020"
10,This anime is part of my life !,"Attack on titan is the best thing I've watched in pop culture. This show is everything what an anime should portray to give life long lessons to the world . It's got everything ....., great characters , awesome action , superb animation , amazing foreshadowing , shocking twists , beautiful cinematography etc ... , But , at the top of all , it's story , which is thought-provoking and mind -bending . This anime will change the way you look at people !",8,1,"Sep 7, 2021"
10,100,"Just perfect, watch it or else u r missing a good anime.",8,1,"Jun 30, 2021"
10,Just watch it!,No content,8,1,"Jan 9, 2022"
10,Best plot and storytelling !,I never had experienced such a way of story telling and plot and twists it unravels. Almost every department of technical works done a picasso kind of work. How could one portray one such intense screenplay in an anime . OMG I'm just spellbound. The simplest of characters and incidents have a great say in this anime epic . The dub and sub both were excellent !! . The animation was outright the best one I saw. Every now and then it's a edge of a seat moment in this anime ( how could one create such an intense screenplay play in an anime ) . The fact that one could actually understand the plot only in the penultimate season ( as of we know that season 4 is yet to come and the ultimate finale of this epic anime ) . Every character is portrayed well with excellence. Im just waiting impatiently for season 4 .,8,1,"Feb 1, 2020"
10,Ending Explain: What is the main purpose of Eren Yeager ?,No content,8,1,"Dec 22, 2024"
10,One of best animes ever,Just finished watching the Season 3 . This is till now the best anime I've watched. The storyline is just awesome. Each season it keeps getting better and better. I'm just amazed how they managed to portray the story so beautifully. The animation is also amazing. HIGHLY RECOMMEND EVERYONE TO WATCH !,8,1,"Jun 2, 2020"
5,"Has its moments, but often frustrating","I'll start by saying I generally enjoyed it. There's a lot I disliked though, which I'll list a few points.

Firstly, the main character is a psychopath. He shows virtually zero empathy for his friends.

No character development means if you didn't like him at the start, you won't like him at the end of the first season. It makes understanding why Mikasa cares for him confusing, even with exposition shoved in your face. Not saying he has to be a Mr. Nice Guy, but throw us a bone here!

Secondly, the first season is about 10 episodes too long. There's too much filler and pointless side stories. Then the final plot twist is just way too obvious.

I could rant and nitpick for days, but in the end, the show is okay. It's just not quite there.",3,94,"Oct 21, 2018"
10,An epic tragedy. A modern literary classic,"A show that draws you in with the promise of action, only to turn the genre upside down and make you question why humanity turns to violence.

At it's core, Attack on Titan is a mystery drama that fools you with it's initial simplicity. Yet the story progresses at a lightning pace that subverts expectations at every turn, but still makes logical sense in hindsight. By the time I've reached the final season, I could not believe how rich the story had become. It's unbelievable that what's been done by this series was even possible for the genre.

The writing is done right. That's a simple statement that rarely applies to other shows. This show knows how to withhold information. How to keep the suspense. When to use flashbacks to the maximum effect. Just when you think you know where the story is progressing, you are reminded that you are watching Attack on Titan and you don't know everything. There were many moments that were not only surprising, but also deeply emotionally impactful, which creates the many big moments this show is known for.

The show presents some moral themes that make you question what defines good and what defines evil, it presents both sides the moral arguments and the characters face, it ends up becoming a battle of ideology instead of a simple hero vs villain conflict.

Attack on Titan will be remembered for many years to come. For me it has changed my personal outlook on life and my philosophy, and will always remain in my heart.",8,1,"Jul 31, 2021"
10,By far the greatest Show I've ever seen.,The story is complex and turns more into just Killing titans. The foreshadowing in this show is unparalleled. The Soundtrack makes this show go from a 10/10 to a 12/10. The animation is stunning and the characters are very likeable. If I could give 1 recommendation to anybody for any show. This would be it.,8,1,"Jan 16, 2021"
10,A work of art beyond anything we have seen,"Forget everything you know about story telling because this is something beyond. I wish I could forget everything about attack on Titan just to experience seeing it again.

I can't even start explaining how this work of art, that goes beyond the anime specter, surpasses anything I have seen before including movies and shows, and believe me I have seen a lot.

I'm just happy I'm alive in the same era Attack on titan came out. The story is nothing I've seen before, goes beyond expectation and the world we are introduced to gets bigger and bigger. Everything was meticulously calculated from the first episode. Everything has a meaning, every scene and character that is shown contributes to the story one way or the other. The subjects covered are far more intense that what we expect in the beginning. It's not a typical anime show where a hero gets to win with the power of friendship. There is love, treason, war, strategy, sacrifice, incredible fights, incredible music, a deep criticism of society, of fascism of a lot of things, and mainly, of what it is about what it takes to save the ones you love.

It is just Epic.",8,1,"Mar 21, 2023"
10,#1 Anime for me,Thank you for this one Eren Jeager Mikasa Akerman Armin Arlet Levi Akerman Erwin Smith,8,1,"Jun 10, 2019"
10,Best show I've ever seen in my hole life,"Just i wanna know why this show isn't in top 1 ?

I can't believe this , pls guys rate all the episodes 10/10",8,1,"Jun 19, 2019"
10,Best anime forever,Attack on titan the best anime forever Attack on titan the best anime forever,8,1,"May 28, 2019"
10,Hands down THE GREATEST ANIME of all time.,You know it's the greatest anime ever when it's episodes are compared to breaking bad and game of thrones. Even those series couldn't get more 9.9 and perfect 10 ratings as this series has.,8,1,"Feb 23, 2021"
10,A masterpiece!,"A great story that is well written with great attention to details and mind blowing battles.

You didn't see anything like it... Yet",8,1,"Oct 30, 2019"
10,Greatest anime story of all time,This is the greatest anime story that I have ever host in my whole life and believe me I have watched a lot of enemies in my whole life but this is story is just something else I cannot apprehend that a real living person have thought of it every little and every little connection that it makes with the story is just mind blowing the way the story progress the character development of eren Yeager is another level I haven't seen this much character development in any anime or in any story . Even the side characters they are developed in a unbelievable way . The themes discovered in this show is the ones people actually face in real life . This anime shows that you nature of humans how they are connected to their loved ones and how they connection makes them do something ..,8,1,"Mar 16, 2023"
10,best show ever.,No content,8,1,"Jan 9, 2024"
10,It's just a masterpiece,I dunno what should I write but..... watch it !!!!,8,1,"Jun 24, 2019"
10,This series makes feel others animes weak,No content,8,1,"Apr 22, 2021"
10,Amazing.,"Greates anime of all time, great animation, great characters, great story line, overall a 10/10.",8,1,"Aug 26, 2021"
10,Perfect,"Perfect drawing, perfect story, perfect scenes every thing is just perfect",8,1,"Jan 10, 2021"
10,IT'S THE BENCHMARK FOR OTHER ANIME,"All i can say is that, it is the best anime ever to be released, the story is masterpiece itself and most importantly our emotional bond with each character that slowly developed since season 1 is just remarkable.

The ost and dialogues on the other hand gives goosebumps specially that ""Sinzou Sasageyo"", really this anime is not just an anime it's an emotion.

So don't miss the chance of witnessing this greatest masterpiece, watch it out.

After watching it , I am damn sure that you are gonna write the same thing for review.

(Note :- u have to understand the story deeply, otherwise u won't be able to get connected to it's philosophy)",8,1,"Mar 6, 2023"
10,Greatest anime ever,The most amazing epic show in the history. The music and sounds are great so great.,8,1,"Jun 2, 2019"
4,"Starts strong, then gets weak and weird",No content,0,24,"Apr 22, 2024"
10,MIND BLOWING,"Probably the best anime there is at the moment, And it offers things that other animes may don't With the darkness in it, but also the hope. The strengths of the main and secondary characters. Great show",8,1,"Jun 18, 2019"
10,Once in a lifetime experience,"It's much more than an anime or even a TV series. It's once in a lifetime experience. From the first season, it amazed many of us and has been continuing to do so. Everything about this series is amazing whether it is story, characters, music, direction, animation, twists, mysterys, etc. The series has the highest number of 9+ rating episodes. And that fact is enough to surprise everyone.",8,1,"Jan 25, 2021"
10,Top 3,"One of the most well written shows of al time, erens a top 5 mc in anime history. The depth in this show is incredible and my personal favorite anime. Season 3 P2 is the greatest arc in anime history aswell.",8,1,"Dec 27, 2021"
